Licence No.,Interim Licence No.,Approval Name,Status,Status Date,Doc Type,Industry Activity,Specific Activity,Effective Date,Expiry Date,Water Allocation Type,WA Status,Priority Date,Priority No,Source,Quantity (m3),Consumptive Use (m3),Losses (m3),Return Flow (m3),LSD,QUA,SEC,TWP,RNG,MER,Return LSD,Return QUA,Return SEC,Return TWP,Return RNG,Return MER,Well Id,Production Upper (m),Production Lower (m),Latitude,Longitude,Licence Holder,File Number,Surrounding Municipality,Region,River Basin,River Sub Basin,Location Type,Location Description,Water Allocation Id,Submitted Measurement Id,Measurement Value (m3),Measurement Period Date,Reporting Interval,Submitter Comment,Regulator,Sector,Sub Sector,Specific Sector,Adhoc Report
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113004,Unnamed Aquifer - Unclassified,82640,0,0,0,8,,15,117,5,6,,NE,6,117,4,6,,11.5,13.1,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6,10592,2965437,0,29-Feb-24,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
34412,8289,"ESSO RESOURCES CANADA LTD, WR, 16692",IS,13-Dec-88,WRLIC,WDIND,INJECTN,13-Dec-88,,SW,AC,06-Aug-74,19740806002,Sousa Creek,869600,869600,0,0,,NW,3,110,6,6,,,,,,,,,,58.5253,-118.9122,CENOVUS ENERGY INC.,16692,MD023,AER|PCR,HAY,07OA,Diversion,NW 3-110-6-6,14980,2973020,12324.02,29-Feb-24,MONTHLY,NW 3-110-6-6 ,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),F
37719,L06069,RAINBOW LAKE/GAS PLANT/HUSKY OIL - F12226,IS,16-Aug-89,WRLIC,WDIND,INJECTN,16-Aug-89,,SW,AC,14-Mar-67,19670314001,Rainbow Lake,1850220,1850220,0,0,,NE,8,107,8,6,,,,,,,,,,58.2781,-119.2889,CENOVUS ENERGY INC.,12226,MD023,AER|PCR,HAY,07OA,Diversion,NE 8-107-8-6,18524,2973021,51365.87,29-Feb-24,MONTHLY,NE 8-107-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
37727,L06425,"MOBIL OIL CANADA, WR, 12218",IS,09-Jan-89,WRLIC,WDIND,INJECTN,09-Jan-89,,SW,AC,20-Nov-72,19721120002,Sousa Creek,863440,370050,0,0,,NW,3,110,6,6,,,,,,,,,,58.5253,-118.9122,CENOVUS ENERGY INC.,12218,MD023,AER|PCR,HAY,07OA,Diversion,NW 3-110-6-6,18532,2973022,0,29-Feb-24,MONTHLY,NW 3-110-6-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),F
37727,L06425,"MOBIL OIL CANADA, WR, 12218",IS,09-Jan-89,WRLIC,WDIND,INJECTN,09-Jan-89,,SW,AC,19-Mar-69,19690319003,Sousa Creek,863440,493390,0,0,,NW,3,110,6,6,,,,,,,,,,58.5253,-118.9122,CENOVUS ENERGY INC.,12218,MD023,AER|PCR,HAY,07OA,Diversion,NW 3-110-6-6,166061,2973023,0,29-Feb-24,MONTHLY,NW 3-110-6-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),F
82965,L19641,ZAMA CITY/INJECTION/PHILLIPS PETROLEUM RESOURCES - F26282,IS,04-Oct-94,WRLIC,WDIND,INJECTN,04-Oct-94,,SW,AC,30-Jun-93,19930630003,Zama River,49330,45630,3700,0,,NW,31,117,7,6,,,,,,,,,,59.2083,-119.1869,PARAMOUNT RESOURCES LTD.,26282,MD023,AER|PCR,HAY,07OA,Diversion,NW 31-117-7-6,33807,2978671,0,29-Feb-24,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),F
203222,00203222 01 00,"RAINBOW LAKE/FACILITY&OFFICE,TANK&TRUCK WASHING/TERVITA CORPORATION",IS,03-Oct-17,WALIC,WDOTHER,SOTHERA,03-Oct-17,02-Oct-27,SW,AC,24-Nov-03,20031124002,Unnamed Stream - Unclassified,25000,25000,0,0,,NE,32,110,5,6,,,,,,,,,,58.598323,-118.788568,SECURE ENERGY SERVICES INC.,202215,MD023|MD023,AER|PCR,HAY,07OA,Diversion,NE 32-110-5-6,128956,2969726,259.35,29-Feb-24,MONTHLY,,AER,INDUSTRIAL,DOWNSTREAM OIL & GAS,WASTE DISPOSAL/REMEDIATION,F
231873,00231873 01 00,RAINBOW LAKE/PROCESSING/TERVITA CORPORATION F00202215,IS,03-Oct-17,WALIC,WDOTHER,SOTHERA,03-Oct-17,02-Oct-27,SW,AC,16-Jun-06,20060616001,Unnamed Stream - Unclassified,17600,13800,3800,0,,NE,32,110,5,6,,,,,,,,,,58.598323,-118.788568,SECURE ENERGY SERVICES INC.,202215,MD023|MD023,AER|PCR,HAY,07OA,Diversion,NE 32-110-5-6,178138,2969727,139.65,29-Feb-24,MONTHLY,,AER,INDUSTRIAL,DOWNSTREAM OIL & GAS,WASTE DISPOSAL/REMEDIATION,F
238144,00238144 00 00,ZAMA CITY/HAMLET/MACKENZIE COUNTY F20649,IS,05-Nov-07,WALIC,WDMUN,URBAN,05-Nov-07,04-Nov-32,GW,AC,05-Mar-07,20070305001,Unnamed Aquifer - Potable,956300,956300,0,0,,SW,16,117,5,6,,,,,,,,16,19,59.158248,-118.790022,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,SW 16-117-5-6,183590,2965450,4041.4,29-Feb-24,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
495258,00495258 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00495258,IS,29-May-23,WATDL,WDCOM,CNSTRCTA,16-Jun-23,15-Jun-24,SW,AC,,,Surface Runoff,30000,6000,0,0,,NE,29,109,8,6,,,,,,,,,,58.49887229,-119.2872024,CENOVUS ENERGY INC.,495258,CLGRY,AER|PCR,HAY,07OA,Diversion,NE-29-109-8-6,406856,2973064,0,29-Feb-24,MONTHLY,NE-29-109-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,OIL & GAS PLANT PROCESSING/OIL SANDS UPGRADER/PLANT UTILITY WATER,F
495258,00495258 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00495258,IS,29-May-23,WATDL,WDCOM,CNSTRCTA,16-Jun-23,15-Jun-24,SW,AC,,,Surface Runoff,30000,6000,0,0,,SE,28,109,8,6,,,,,,,,,,58.4859886,-119.2677876,CENOVUS ENERGY INC.,495258,CLGRY,AER|PCR,HAY,07OA,Diversion,SE-28-109-8-6,406857,2973067,0,29-Feb-24,MONTHLY,SE-28-109-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,OIL & GAS PLANT PROCESSING/OIL SANDS UPGRADER/PLANT UTILITY WATER,F
495258,00495258 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00495258,IS,29-May-23,WATDL,WDCOM,CNSTRCTA,16-Jun-23,15-Jun-24,SW,AC,,,Surface Runoff,30000,6000,0,0,,SE,21,109,8,6,,,,,,,,,,58.4767646,-119.2587552,CENOVUS ENERGY INC.,495258,CLGRY,AER|PCR,HAY,07OA,Diversion,SE-21-109-8-6,406858,2973066,0,29-Feb-24,MONTHLY,SE-21-109-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,OIL & GAS PLANT PROCESSING/OIL SANDS UPGRADER/PLANT UTILITY WATER,F
495258,00495258 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00495258,IS,29-May-23,WATDL,WDCOM,CNSTRCTA,16-Jun-23,15-Jun-24,SW,AC,,,Surface Runoff,30000,6000,0,0,,NW,15,109,8,6,,,,,,,,,,58.46480585,-119.2449426,CENOVUS ENERGY INC.,495258,CLGRY,AER|PCR,HAY,07OA,Diversion,NW-15-109-8-6,406859,2973065,0,29-Feb-24,MONTHLY,NW-15-109-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,OIL & GAS PLANT PROCESSING/OIL SANDS UPGRADER/PLANT UTILITY WATER,F
495258,00495258 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00495258,IS,29-May-23,WATDL,WDCOM,CNSTRCTA,16-Jun-23,15-Jun-24,SW,AC,,,Surface Runoff,30000,6000,0,0,,SW,15,109,8,6,,,,,,,,,,58.45827726,-119.2444271,CENOVUS ENERGY INC.,495258,CLGRY,AER|PCR,HAY,07OA,Diversion,SW-15-109-8-6,406860,2973068,0,29-Feb-24,MONTHLY,SW-15-109-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,OIL & GAS PLANT PROCESSING/OIL SANDS UPGRADER/PLANT UTILITY WATER,F
498661,00498661 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/SATURN OIL & GAS INC. - F00498661,CA,09-Nov-23,WATDL,WDCOM,CNSTRCTA,09-Nov-23,30-Oct-24,SW,AC,,,Surface Runoff,5000,2000,0,0,,SE,19,118,8,6,,,,,,,,,,59.2564957,-119.3388174,SATURN OIL & GAS INC.,498661,CLGRY,AER|PCR,HAY,07OA,Diversion,SE-19-118-8-6,411242,2966792,,29-Feb-24,MONTHLY,"License canceled on November 10th, 2023",AER,INDUSTRIAL,UPSTREAM OIL & GAS,UPSTREAM HYDROSTATIC TESTING & PIPELINE CONSTRUCTION & OPERATION,F
498661,00498661 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/SATURN OIL & GAS INC. - F00498661,CA,09-Nov-23,WATDL,WDCOM,CNSTRCTA,09-Nov-23,30-Oct-24,SW,AC,,,Unnamed Lake - Unclassified,5000,2000,0,0,,SW,24,118,9,6,,,,,,,,,,59.25727231,-119.3909776,SATURN OIL & GAS INC.,498661,CLGRY,AER|PCR,HAY,07OA,Diversion,SW-24-118-9-6,411243,2966795,,29-Feb-24,MONTHLY,"License canceled on November 10th, 2023",AER,INDUSTRIAL,UPSTREAM OIL & GAS,UPSTREAM HYDROSTATIC TESTING & PIPELINE CONSTRUCTION & OPERATION,F
498661,00498661 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/SATURN OIL & GAS INC. - F00498661,CA,09-Nov-23,WATDL,WDCOM,CNSTRCTA,09-Nov-23,30-Oct-24,SW,AC,,,Unnamed Lake - Unclassified,5000,1000,0,0,,NE,16,118,10,6,,,,,,,,,,59.25227106,-119.6300362,SATURN OIL & GAS INC.,498661,CLGRY,AER|PCR,HAY,07OA,Diversion,NE-16-118-10-6,411244,2966729,,29-Feb-24,MONTHLY,"License canceled on November 10th, 2023",AER,INDUSTRIAL,UPSTREAM OIL & GAS,UPSTREAM HYDROSTATIC TESTING & PIPELINE CONSTRUCTION & OPERATION,F
498704,00498704 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/SATURN OIL & GAS INC. - F00498704,CA,18-Mar-24,WATDL,WDCOM,CNSTRCTA,10-Nov-23,30-Oct-24,SW,AC,,,Surface Runoff,6000,3000,0,0,,SE,19,118,8,6,,,,,,,,,,59.2564957,-119.3388174,SATURN OIL & GAS INC.,498704,CLGRY,AER|PCR,HAY,07OA,Diversion,SE-19-118-8-6,411326,2972725,0,29-Feb-24,MONTHLY,FEBRUARY WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,UPSTREAM HYDROSTATIC TESTING & PIPELINE CONSTRUCTION & OPERATION,F
498704,00498704 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/SATURN OIL & GAS INC. - F00498704,CA,18-Mar-24,WATDL,WDCOM,CNSTRCTA,10-Nov-23,30-Oct-24,SW,AC,,,Unnamed Lake - Unclassified,6000,2000,0,0,,SW,24,118,9,6,,,,,,,,,,59.25727231,-119.3909776,SATURN OIL & GAS INC.,498704,CLGRY,AER|PCR,HAY,07OA,Diversion,SW-24-118-9-6,411327,2972726,0,29-Feb-24,MONTHLY,FEBRUARY WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,UPSTREAM HYDROSTATIC TESTING & PIPELINE CONSTRUCTION & OPERATION,F
498704,00498704 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/SATURN OIL & GAS INC. - F00498704,CA,18-Mar-24,WATDL,WDCOM,CNSTRCTA,10-Nov-23,30-Oct-24,SW,AC,,,Unnamed Lake - Unclassified,6000,1000,0,0,,NE,16,118,10,6,,,,,,,,,,59.25227106,-119.6300362,SATURN OIL & GAS INC.,498704,CLGRY,AER|PCR,HAY,07OA,Diversion,NE-16-118-10-6,411328,2972727,0,29-Feb-24,MONTHLY,FEBRUARY WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,UPSTREAM HYDROSTATIC TESTING & PIPELINE CONSTRUCTION & OPERATION,F
498775,00498775 00 00,NA/HYDRAULIC FRACTURING (OIL/GAS WELLS)/SATURN OIL & GAS INC. - F00498775,IS,20-Nov-23,WATDL,WDCOM,HYFRAC,20-Nov-23,14-Nov-24,SW,AC,,,Unnamed Lake - Unclassified,4000,2000,0,0,,NW,17,118,10,6,,,,,,,,,,59.25317729,-119.6685095,SATURN OIL & GAS INC.,498775,CLGRY,AER|PCR,HAY,07OA,Diversion,NW-17-118-10-6,411483,2972730,0,29-Feb-24,MONTHLY,FEBRUARY WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
498775,00498775 00 00,NA/HYDRAULIC FRACTURING (OIL/GAS WELLS)/SATURN OIL & GAS INC. - F00498775,IS,20-Nov-23,WATDL,WDCOM,HYFRAC,20-Nov-23,14-Nov-24,SW,AC,,,Unnamed Lake - Unclassified,4000,2000,0,0,,NW,18,118,10,6,,,,,,,,,,59.25556835,-119.7028777,SATURN OIL & GAS INC.,498775,CLGRY,AER|PCR,HAY,07OA,Diversion,NW-18-118-10-6,411484,2972731,0,29-Feb-24,MONTHLY,FEBRUARY WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Stream - Unclassified,5400,200,0,0,,NE,35,105,8,6,,,,,,,,,,58.16420821,-119.1989632,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,NE-35-105-8-6,411962,2973132,0,29-Feb-24,MONTHLY,NE-35-105-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Stream - Unclassified,5400,200,0,0,,SE,35,105,8,6,,,,,,,,,,58.15279776,-119.1985175,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,SE-35-105-8-6,411963,2973138,0,29-Feb-24,MONTHLY,SE-35-105-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Stream - Unclassified,5400,200,0,0,,NE,26,105,8,6,,,,,,,,,,58.14639868,-119.1985795,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,NE-26-105-8-6,411964,2973131,0,29-Feb-24,MONTHLY,NE-26-105-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Stream - Unclassified,5400,200,0,0,,SE,26,105,8,6,,,,,,,,,,58.13860172,-119.1910442,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,SE-26-105-8-6,411965,2973137,0,29-Feb-24,MONTHLY,SE-26-105-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Stream - Unclassified,5400,200,0,0,,NW,24,105,8,6,,,,,,,,,,58.13378421,-119.1809141,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,NW-24-105-8-6,411966,2973133,0,29-Feb-24,MONTHLY,NW-24-105-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Stream - Unclassified,5400,200,0,0,,NE,14,106,8,6,,,,,,,,,,58.20649355,-119.1983469,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,NE-14-106-8-6,411967,2973128,0,29-Feb-24,MONTHLY,NE-14-106-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Lake - Unclassified,5400,200,0,0,,NE,11,106,8,6,,,,,,,,,,58.19325949,-119.1982336,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,NE-11-106-8-6,411968,2973127,0,29-Feb-24,MONTHLY,NE-11-106-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Lake - Unclassified,5400,200,0,0,,NE,23,106,8,6,,,,,,,,,,58.21977536,-119.1993227,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,NE-23-106-8-6,411969,2973129,0,29-Feb-24,MONTHLY,NE-23-106-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Stream - Unclassified,5400,200,0,0,,NW,26,106,8,6,,,,,,,,,,58.23276433,-119.2029723,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,NW-26-106-8-6,411970,2973134,0,29-Feb-24,MONTHLY,NW-26-106-8-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Lake - Unclassified,5400,200,0,0,,NE,24,106,9,6,,,,,,,,,,58.21861064,-119.3306733,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,NE-24-106-9-6,411971,2973130,0,29-Feb-24,MONTHLY,NE-24-106-9-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Surface Runoff,5400,1500,0,0,,SW,25,106,9,6,,,,,,,,,,58.22666306,-119.3428715,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,SW-25-106-9-6,411972,2973139,0,29-Feb-24,MONTHLY,SW-25-106-9-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Stream - Unclassified,5400,200,0,0,,SE,1,108,10,6,,,,,,,,,,58.34030567,-119.5134076,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,SE-1-108-10-6,411973,2973135,0,29-Feb-24,MONTHLY,SE-1-108-10-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Surface Runoff,5400,1500,0,0,,SW,35,106,9,6,,,,,,,,,,58.24468128,-119.3720519,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,SW-35-106-9-6,411974,2973140,0,29-Feb-24,MONTHLY,SW-35-106-9-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499053,00499053 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499053,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,06-Dec-23,31-Mar-24,SW,AC,,,Unnamed Lake - Unclassified,5400,200,0,0,,SE,19,106,9,6,,,,,,,,,,58.21158178,-119.4740874,CENOVUS ENERGY INC.,499053,CLGRY,AER|PCR,HAY,07OA,Diversion,SE-19-106-9-6,411975,2973136,0,29-Feb-24,MONTHLY,SE-19-106-9-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499063,00499063 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499063,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,04-Dec-23,31-Mar-24,SW,AC,,,Chinchaga River,2700,1500,0,0,,NE,22,105,1,6,,,,,,,,,,58.13032865,-118.0658999,CENOVUS ENERGY INC.,499063,CLGRY,AER|PCR,HAY,07OC,Diversion,NE-22-105-1-6,411941,2973141,0,29-Feb-24,MONTHLY,NE-22-105-1-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499063,00499063 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499063,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,04-Dec-23,31-Mar-24,SW,AC,,,Unnamed Stream - Unclassified,2700,200,0,0,,NW,28,104,1,6,,,,,,,,,,58.0580617,-118.1014611,CENOVUS ENERGY INC.,499063,CLGRY,AER|PCR,HAY,07OC,Diversion,NW-28-104-1-6,411942,2973143,0,29-Feb-24,MONTHLY,NW-28-104-1-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499063,00499063 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499063,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,04-Dec-23,31-Mar-24,SW,AC,,,Unnamed Lake - Unclassified,2700,800,0,0,,SE,16,107,1,6,,,,,,,,,,58.28430927,-118.0973666,CENOVUS ENERGY INC.,499063,CLGRY,AER|PCR,HAY,07OC,Diversion,SE-16-107-1-6,411943,2973144,0,29-Feb-24,MONTHLY,SE-16-107-1-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499063,00499063 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/CENOVUS ENERGY INC. - F00499063,CA,20-Feb-24,WATDL,WDCOM,CNSTRCTA,04-Dec-23,31-Mar-24,SW,AC,,,Unnamed Lake - Unclassified,2700,200,0,0,,NE,5,105,1,6,,,,,,,,,,58.08944525,-118.1230857,CENOVUS ENERGY INC.,499063,CLGRY,AER|PCR,HAY,07OC,Diversion,NE-5-105-1-6,411944,2973142,0,29-Feb-24,MONTHLY,NE-5-105-1-6,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
499193,00499193 00 00,NA/DRILLING (CONVENTIONAL OIL/GAS WELLS)/PARAMOUNT RESOURCES LTD. - F00499193,EX,01-Apr-24,WATDL,WDCOM,OIL/GAS,02-Jan-24,31-Mar-24,SW,AC,,,Surface Runoff,3000,3000,0,0,,NW,3,118,8,6,,,,,,,,,,59.22225972,-119.275781,PARAMOUNT RESOURCES LTD.,499193,CLGRY,AER|PCR,HAY,07OA,Diversion,NW-3-118-8-6,412423,2978452,0,29-Feb-24,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
