Licence No.,Interim Licence No.,Approval Name,Status,Status Date,Doc Type,Industry Activity,Specific Activity,Effective Date,Expiry Date,Water Allocation Type,WA Status,Priority Date,Priority No,Source,Quantity (m3),Consumptive Use (m3),Losses (m3),Return Flow (m3),LSD,QUA,SEC,TWP,RNG,MER,Return LSD,Return QUA,Return SEC,Return TWP,Return RNG,Return MER,Well Id,Production Upper (m),Production Lower (m),Latitude,Longitude,Licence Holder,File Number,Surrounding Municipality,Region,River Basin,River Sub Basin,Location Type,Location Description,Water Allocation Id,Submitted Measurement Id,Measurement Value (m3),Measurement Period Date,Reporting Interval,Submitter Comment,Regulator,Sector,Sub Sector,Specific Sector,Adhoc Report
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113003,Unnamed Aquifer - Unclassified,82640,16528,0,66112,8,,15,117,5,6,,NE,6,117,4,6,,11.8,14.3,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6 (W-93-1),10591,2530863,0,31-Jan-22,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113003,Unnamed Aquifer - Unclassified,82640,16528,0,66112,8,,15,117,5,6,,NE,6,117,4,6,,11.8,14.3,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6 (W-93-1),10591,2541677,0,28-Feb-22,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113003,Unnamed Aquifer - Unclassified,82640,16528,0,66112,8,,15,117,5,6,,NE,6,117,4,6,,11.8,14.3,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6 (W-93-1),10591,2555010,0,31-Mar-22,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113003,Unnamed Aquifer - Unclassified,82640,16528,0,66112,8,,15,117,5,6,,NE,6,117,4,6,,11.8,14.3,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6 (W-93-1),10591,2574159,0,30-Apr-22,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113003,Unnamed Aquifer - Unclassified,82640,16528,0,66112,8,,15,117,5,6,,NE,6,117,4,6,,11.8,14.3,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6 (W-93-1),10591,2588743,0,31-May-22,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113003,Unnamed Aquifer - Unclassified,82640,16528,0,66112,8,,15,117,5,6,,NE,6,117,4,6,,11.8,14.3,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6 (W-93-1),10591,2611663,0,30-Jun-22,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113003,Unnamed Aquifer - Unclassified,82640,16528,0,66112,8,,15,117,5,6,,NE,6,117,4,6,,11.8,14.3,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6 (W-93-1),10591,2628138,1039.8,31-Jul-22,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113003,Unnamed Aquifer - Unclassified,82640,16528,0,66112,8,,15,117,5,6,,NE,6,117,4,6,,11.8,14.3,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6 (W-93-1),10591,2645572,0,31-Aug-22,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113003,Unnamed Aquifer - Unclassified,82640,16528,0,66112,8,,15,117,5,6,,NE,6,117,4,6,,11.8,14.3,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6 (W-93-1),10591,2665556,0,30-Sep-22,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
30764,L16547,ZAMA CITY/HAMLET/MACKENZIE MD NO.23 - F20649,IS,21-Nov-94,WRLIC,WDMUN,URBAN,21-Nov-94,,GW,AC,13-Jan-88,19880113003,Unnamed Aquifer - Unclassified,82640,16528,0,66112,8,,15,117,5,6,,NE,6,117,4,6,,11.8,14.3,59.158248,-118.747605,MACKENZIE COUNTY,20649|20649,MD023,PCR,HAY,07OA,Diversion,8 15-117-5-6 (W-93-1),10591,2685463,0,31-Oct-22,MONTHLY,,ESRD,MUNICIPAL,SUBURBAN/RURAL,HAMLETS & RURAL MUNICIPALITIES (COUNTIES/MUNICIPAL DISTRICTS),F
