Licence No.,Interim Licence No.,Approval Name,Status,Status Date,Doc Type,Industry Activity,Specific Activity,Effective Date,Expiry Date,Water Allocation Type,WA Status,Priority Date,Priority No,Source,Quantity (m3),Consumptive Use (m3),Losses (m3),Return Flow (m3),LSD,QUA,SEC,TWP,RNG,MER,Return LSD,Return QUA,Return SEC,Return TWP,Return RNG,Return MER,Well Id,Production Upper (m),Production Lower (m),Latitude,Longitude,Licence Holder,File Number,Surrounding Municipality,Region,River Basin,River Sub Basin,Location Type,Location Description,Water Allocation Id,Submitted Measurement Id,Measurement Value (m3),Measurement Period Date,Year,Month,Day,Reporting Interval,Submitter Comment,Regulator,Sector,Sub Sector,Specific Sector,Adhoc Report
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778174,0,10-Jan-19,2019,1,10,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778175,0,11-Jan-19,2019,1,11,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778176,0,12-Jan-19,2019,1,12,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778177,0,13-Jan-19,2019,1,13,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778178,0,14-Jan-19,2019,1,14,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778179,0,15-Jan-19,2019,1,15,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778180,0,16-Jan-19,2019,1,16,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778181,0,17-Jan-19,2019,1,17,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778182,0,18-Jan-19,2019,1,18,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778183,0,19-Jan-19,2019,1,19,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778184,0,20-Jan-19,2019,1,20,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778185,0,21-Jan-19,2019,1,21,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1778186,0,22-Jan-19,2019,1,22,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788913,0,23-Jan-19,2019,1,23,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788914,0,24-Jan-19,2019,1,24,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788915,0,25-Jan-19,2019,1,25,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788916,0,26-Jan-19,2019,1,26,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788917,0,27-Jan-19,2019,1,27,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788918,0,28-Jan-19,2019,1,28,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788919,0,29-Jan-19,2019,1,29,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788920,0,30-Jan-19,2019,1,30,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788921,0,31-Jan-19,2019,1,31,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788922,0,01-Feb-19,2019,2,1,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788923,0,02-Feb-19,2019,2,2,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788924,0,03-Feb-19,2019,2,3,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788925,0,04-Feb-19,2019,2,4,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788926,0,05-Feb-19,2019,2,5,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788927,0,06-Feb-19,2019,2,6,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788928,0,07-Feb-19,2019,2,7,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788929,0,08-Feb-19,2019,2,8,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788930,0,09-Feb-19,2019,2,9,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788931,0,10-Feb-19,2019,2,10,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788932,0,11-Feb-19,2019,2,11,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1788933,0,12-Feb-19,2019,2,12,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1823805,0,13-Feb-19,2019,2,13,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1823806,0,14-Feb-19,2019,2,14,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1823807,0,15-Feb-19,2019,2,15,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1823808,0,16-Feb-19,2019,2,16,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1823809,0,17-Feb-19,2019,2,17,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1823810,0,18-Feb-19,2019,2,18,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
242575,00242575 01 00,ZAMA CITY/INJECTION/APACHE CANADA LTD. 0 F26208-3,EX,03-Sep-19,WALIC,WDIND,INJECTN,12-Mar-14,02-Sep-19,GW,AC,12-Oct-07,20071012001,Unnamed Aquifer - Unclassified,164250,164250,0,0,13,,30,118,7,6,,,,,,,,7.6,12.1,59.281684,-119.188371,PARAMOUNT RESOURCES LTD.,,MD023,AER|PCR,HAY,07OA,Diversion,13 30-118-7-6,186229,1823811,0,19-Feb-19,2019,2,19,DAILY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,INJECTION (WATER FLOOD/CONVENTIONAL OIL/ENHANCE OIL RECOVERY),T
