Licence No.,Interim Licence No.,Approval Name,Status,Status Date,Doc Type,Industry Activity,Specific Activity,Effective Date,Expiry Date,Water Allocation Type,WA Status,Priority Date,Priority No,Source,Quantity (m3),Consumptive Use (m3),Losses (m3),Return Flow (m3),LSD,QUA,SEC,TWP,RNG,MER,Return LSD,Return QUA,Return SEC,Return TWP,Return RNG,Return MER,Well Id,Production Upper (m),Production Lower (m),Latitude,Longitude,Licence Holder,File Number,Surrounding Municipality,Region,River Basin,River Sub Basin,Location Type,Location Description,Water Allocation Id,Submitted Measurement Id,Measurement Value (m3),Measurement Period Date,Year,Month,Day,Reporting Interval,Submitter Comment,Regulator,Sector,Sub Sector,Specific Sector,Adhoc Report
424102,00424102 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/OBSIDIAN ENERGY LTD. - F00424102,EX,01-Apr-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,31-Mar-19,SW,AC,,,Unnamed Stream - Unclassified,6250,150,0,0,,SW,9,100,7,6,,,,,,,,,,57.65724333,-119.0927375,OBSIDIAN ENERGY LTD.,424102,CLGRY,PCR|AER,HAY,07OC,Diversion,SW-9-100-7-6,336496,1855032,0,31-Mar-19,2019,3,31,MONTHLY,March WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
424102,00424102 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/OBSIDIAN ENERGY LTD. - F00424102,EX,01-Apr-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,31-Mar-19,SW,AC,,,Unnamed Stream - Unclassified,6250,150,0,0,,NW,8,102,7,6,,,,,,,,,,57.84165225,-119.1151164,OBSIDIAN ENERGY LTD.,424102,CLGRY,PCR|AER,HAY,07OC,Diversion,NW-8-102-7-6,336497,1801100,0,31-Jan-19,2019,1,31,MONTHLY,January WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
424102,00424102 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/OBSIDIAN ENERGY LTD. - F00424102,EX,01-Apr-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,31-Mar-19,SW,AC,,,Unnamed Stream - Unclassified,6250,150,0,0,,NW,8,102,7,6,,,,,,,,,,57.84165225,-119.1151164,OBSIDIAN ENERGY LTD.,424102,CLGRY,PCR|AER,HAY,07OC,Diversion,NW-8-102-7-6,336497,1825888,0,28-Feb-19,2019,2,28,MONTHLY,February WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
424102,00424102 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/OBSIDIAN ENERGY LTD. - F00424102,EX,01-Apr-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,31-Mar-19,SW,AC,,,Unnamed Stream - Unclassified,6250,150,0,0,,NW,8,102,7,6,,,,,,,,,,57.84165225,-119.1151164,OBSIDIAN ENERGY LTD.,424102,CLGRY,PCR|AER,HAY,07OC,Diversion,NW-8-102-7-6,336497,1855024,0,31-Mar-19,2019,3,31,MONTHLY,March WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
424102,00424102 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/OBSIDIAN ENERGY LTD. - F00424102,EX,01-Apr-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,31-Mar-19,SW,AC,,,Unnamed Stream - Unclassified,6250,150,0,0,,SE,18,102,7,6,,,,,,,,,,57.84906326,-119.1278115,OBSIDIAN ENERGY LTD.,424102,CLGRY,PCR|AER,HAY,07OC,Diversion,SE-18-102-7-6,336498,1801102,0,31-Jan-19,2019,1,31,MONTHLY,January WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
424102,00424102 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/OBSIDIAN ENERGY LTD. - F00424102,EX,01-Apr-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,31-Mar-19,SW,AC,,,Unnamed Stream - Unclassified,6250,150,0,0,,SE,18,102,7,6,,,,,,,,,,57.84906326,-119.1278115,OBSIDIAN ENERGY LTD.,424102,CLGRY,PCR|AER,HAY,07OC,Diversion,SE-18-102-7-6,336498,1825890,0,28-Feb-19,2019,2,28,MONTHLY,February WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
424102,00424102 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/OBSIDIAN ENERGY LTD. - F00424102,EX,01-Apr-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,31-Mar-19,SW,AC,,,Unnamed Stream - Unclassified,6250,150,0,0,,SE,18,102,7,6,,,,,,,,,,57.84906326,-119.1278115,OBSIDIAN ENERGY LTD.,424102,CLGRY,PCR|AER,HAY,07OC,Diversion,SE-18-102-7-6,336498,1855026,0,31-Mar-19,2019,3,31,MONTHLY,March WURS,AER,INDUSTRIAL,UPSTREAM OIL & GAS,DRILLING (CONVENTIONAL & VERTICAL FRACTURING),F
424504,00424504 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424504,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,1,109,11,6,,,,,,,,,,58.4315652,-119.6960616,HUSKY OIL OPERATIONS LIMITED,424504,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-1-109-11-6,336989,1791709,0,31-Jan-19,2019,1,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424504,00424504 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424504,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,1,109,11,6,,,,,,,,,,58.4315652,-119.6960616,HUSKY OIL OPERATIONS LIMITED,424504,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-1-109-11-6,336989,1816105,0,28-Feb-19,2019,2,28,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424504,00424504 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424504,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,1,109,11,6,,,,,,,,,,58.4315652,-119.6960616,HUSKY OIL OPERATIONS LIMITED,424504,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-1-109-11-6,336989,1847130,0,31-Mar-19,2019,3,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424504,00424504 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424504,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,1,109,11,6,,,,,,,,,,58.4315652,-119.6960616,HUSKY OIL OPERATIONS LIMITED,424504,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-1-109-11-6,336989,1881200,0,30-Apr-19,2019,4,30,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424506,00424506 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424506,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SE,31,110,7,6,,,,,,,,,,58.5889027,-119.1496343,HUSKY OIL OPERATIONS LIMITED,424506,CLGRY,PCR|AER,HAY,07OA,Diversion,SE-31-110-7-6,336990,1791742,0,31-Jan-19,2019,1,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424506,00424506 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424506,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SE,31,110,7,6,,,,,,,,,,58.5889027,-119.1496343,HUSKY OIL OPERATIONS LIMITED,424506,CLGRY,PCR|AER,HAY,07OA,Diversion,SE-31-110-7-6,336990,1816104,0,28-Feb-19,2019,2,28,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424506,00424506 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424506,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SE,31,110,7,6,,,,,,,,,,58.5889027,-119.1496343,HUSKY OIL OPERATIONS LIMITED,424506,CLGRY,PCR|AER,HAY,07OA,Diversion,SE-31-110-7-6,336990,1847129,0,31-Mar-19,2019,3,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424506,00424506 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424506,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SE,31,110,7,6,,,,,,,,,,58.5889027,-119.1496343,HUSKY OIL OPERATIONS LIMITED,424506,CLGRY,PCR|AER,HAY,07OA,Diversion,SE-31-110-7-6,336990,1881201,0,30-Apr-19,2019,4,30,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424508,00424508 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424508,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,9,107,10,6,,,,,,,,,,58.27178162,-119.6070399,HUSKY OIL OPERATIONS LIMITED,424508,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-9-107-10-6,336992,1791805,0,31-Jan-19,2019,1,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424508,00424508 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424508,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,9,107,10,6,,,,,,,,,,58.27178162,-119.6070399,HUSKY OIL OPERATIONS LIMITED,424508,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-9-107-10-6,336992,1816103,0,28-Feb-19,2019,2,28,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424508,00424508 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424508,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,9,107,10,6,,,,,,,,,,58.27178162,-119.6070399,HUSKY OIL OPERATIONS LIMITED,424508,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-9-107-10-6,336992,1847128,0,31-Mar-19,2019,3,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424508,00424508 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424508,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,9,107,10,6,,,,,,,,,,58.27178162,-119.6070399,HUSKY OIL OPERATIONS LIMITED,424508,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-9-107-10-6,336992,1881202,0,30-Apr-19,2019,4,30,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424509,00424509 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424509,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,5,107,10,6,,,,,,,,,,58.25882835,-119.6415432,HUSKY OIL OPERATIONS LIMITED,424509,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-5-107-10-6,336993,1791869,0,31-Jan-19,2019,1,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424509,00424509 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424509,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,5,107,10,6,,,,,,,,,,58.25882835,-119.6415432,HUSKY OIL OPERATIONS LIMITED,424509,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-5-107-10-6,336993,1816102,0,28-Feb-19,2019,2,28,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424509,00424509 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424509,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,5,107,10,6,,,,,,,,,,58.25882835,-119.6415432,HUSKY OIL OPERATIONS LIMITED,424509,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-5-107-10-6,336993,1847127,0,31-Mar-19,2019,3,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424509,00424509 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424509,CA,07-Nov-18,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,5,107,10,6,,,,,,,,,,58.25882835,-119.6415432,HUSKY OIL OPERATIONS LIMITED,424509,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-5-107-10-6,336993,1881203,0,30-Apr-19,2019,4,30,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424511,00424511 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424511,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,09-Nov-18,30-Apr-19,SW,AC,,,Unnamed Stream - Unclassified,3500,3500,0,0,,NW,28,108,9,6,,,,,,,,,,58.40591561,-119.4459255,HUSKY OIL OPERATIONS LIMITED,424511,CLGRY,PCR|AER,HAY,07OA,Diversion,NW-28-108-9-6,336995,1791949,0,31-Jan-19,2019,1,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424511,00424511 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424511,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,09-Nov-18,30-Apr-19,SW,AC,,,Unnamed Stream - Unclassified,3500,3500,0,0,,NW,28,108,9,6,,,,,,,,,,58.40591561,-119.4459255,HUSKY OIL OPERATIONS LIMITED,424511,CLGRY,PCR|AER,HAY,07OA,Diversion,NW-28-108-9-6,336995,1816101,0,28-Feb-19,2019,2,28,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424511,00424511 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424511,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,09-Nov-18,30-Apr-19,SW,AC,,,Unnamed Stream - Unclassified,3500,3500,0,0,,NW,28,108,9,6,,,,,,,,,,58.40591561,-119.4459255,HUSKY OIL OPERATIONS LIMITED,424511,CLGRY,PCR|AER,HAY,07OA,Diversion,NW-28-108-9-6,336995,1847125,0,31-Mar-19,2019,3,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424511,00424511 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424511,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,09-Nov-18,30-Apr-19,SW,AC,,,Unnamed Stream - Unclassified,3500,3500,0,0,,NW,28,108,9,6,,,,,,,,,,58.40591561,-119.4459255,HUSKY OIL OPERATIONS LIMITED,424511,CLGRY,PCR|AER,HAY,07OA,Diversion,NW-28-108-9-6,336995,1881204,0,30-Apr-19,2019,4,30,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424513,00424513 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424513,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,1,109,11,6,,,,,,,,,,58.43165168,-119.6963001,HUSKY OIL OPERATIONS LIMITED,424513,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-1-109-11-6,336997,1792012,1164,31-Jan-19,2019,1,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424513,00424513 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424513,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,1,109,11,6,,,,,,,,,,58.43165168,-119.6963001,HUSKY OIL OPERATIONS LIMITED,424513,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-1-109-11-6,336997,1816100,0,28-Feb-19,2019,2,28,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424513,00424513 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424513,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,1,109,11,6,,,,,,,,,,58.43165168,-119.6963001,HUSKY OIL OPERATIONS LIMITED,424513,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-1-109-11-6,336997,1847124,0,31-Mar-19,2019,3,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424513,00424513 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424513,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SW,1,109,11,6,,,,,,,,,,58.43165168,-119.6963001,HUSKY OIL OPERATIONS LIMITED,424513,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-1-109-11-6,336997,1881205,0,30-Apr-19,2019,4,30,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424517,00424517 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424517,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SE,31,110,7,6,,,,,,,,,,58.58887458,-119.1497678,HUSKY OIL OPERATIONS LIMITED,424517,CLGRY,PCR|AER,HAY,07OA,Diversion,SE-31-110-7-6,337008,1792162,0,31-Jan-19,2019,1,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424517,00424517 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424517,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SE,31,110,7,6,,,,,,,,,,58.58887458,-119.1497678,HUSKY OIL OPERATIONS LIMITED,424517,CLGRY,PCR|AER,HAY,07OA,Diversion,SE-31-110-7-6,337008,1816099,0,28-Feb-19,2019,2,28,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424517,00424517 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424517,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SE,31,110,7,6,,,,,,,,,,58.58887458,-119.1497678,HUSKY OIL OPERATIONS LIMITED,424517,CLGRY,PCR|AER,HAY,07OA,Diversion,SE-31-110-7-6,337008,1847123,0,31-Mar-19,2019,3,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424517,00424517 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424517,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,3000,3000,0,0,,SE,31,110,7,6,,,,,,,,,,58.58887458,-119.1497678,HUSKY OIL OPERATIONS LIMITED,424517,CLGRY,PCR|AER,HAY,07OA,Diversion,SE-31-110-7-6,337008,1881206,0,30-Apr-19,2019,4,30,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424518,00424518 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424518,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,6000,3000,0,0,,SW,9,107,10,6,,,,,,,,,,58.27188453,-119.6068274,HUSKY OIL OPERATIONS LIMITED,424518,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-9-107-10-6,337010,1792196,0,31-Jan-19,2019,1,31,MONTHLY,Wrong diversion location,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424518,00424518 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424518,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,6000,3000,0,0,,SW,9,107,10,6,,,,,,,,,,58.27188453,-119.6068274,HUSKY OIL OPERATIONS LIMITED,424518,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-9-107-10-6,337010,1816097,0,28-Feb-19,2019,2,28,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424518,00424518 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424518,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,6000,3000,0,0,,SW,9,107,10,6,,,,,,,,,,58.27188453,-119.6068274,HUSKY OIL OPERATIONS LIMITED,424518,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-9-107-10-6,337010,1847122,0,31-Mar-19,2019,3,31,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
424518,00424518 00 00,NA/CONSTRUCTION RELATED TO OIL&GAS ACTIVITY/HUSKY OIL OPERATIONS LIMITED - F00424518,EX,01-May-19,WATDL,WDCOM,CNSTRCTA,06-Nov-18,30-Apr-19,SW,AC,,,Surface Runoff,6000,3000,0,0,,SW,9,107,10,6,,,,,,,,,,58.27188453,-119.6068274,HUSKY OIL OPERATIONS LIMITED,424518,CLGRY,PCR|AER,HAY,07OA,Diversion,SW-9-107-10-6,337010,1881208,0,30-Apr-19,2019,4,30,MONTHLY,,AER,INDUSTRIAL,UPSTREAM OIL & GAS,MULTI-STAGE HORIZONTAL HYDRAULIC FRACTURING (DRILLING & COMPLETIONS),F
