"","Latitude","Longitude","ACF_value","P_value"
"592",61.1,-128.9,0.449778300783319,0.00862706235341604
"593",61.1,-128.8,0.431913909993443,0.0116633279342625
"594",61.1,-128.7,0.439016733559453,0.0103578761091501
"595",61.1,-128.6,0.449050686974028,0.00873537110290623
"596",61.1,-128.5,0.45265403793059,0.00821064869124533
"597",61.1,-128.4,0.452188190322236,0.00827685930663413
"598",61.1,-128.3,0.444290376541036,0.00947443843145057
"599",61.1,-128.2,0.433296331855426,0.0113983611264878
"600",61.1,-128.1,0.417725447682634,0.0147150810046023
"601",61.1,-128,0.386397029228113,0.0240472570571568
"602",61.1,-127.9,0.373131826008409,0.0293382835905899
"603",61.1,-127.8,0.374349913091973,0.0288138493392571
"604",61.1,-127.7,0.388313261900904,0.0233558388548313
"605",61.1,-127.6,0.392120795698241,0.0220330618680205
"606",61.1,-127.5,0.379723259931409,0.0265956487779078
"607",61.1,-127.4,0.377645762416554,0.0274351409260244
"608",61.1,-127.3,0.373954226628803,0.0289833157456673
"609",61.1,-127.2,0.353673061876664,0.0388964103102201
"610",61.2,-131.7,0.501899179312062,0.00338035351298027
"611",61.2,-131.6,0.494222658435439,0.00390143199167292
"612",61.2,-131.5,0.48344627086798,0.00475625614732544
"613",61.2,-131.4,0.496036795352097,0.00377209897566455
"614",61.2,-131.3,0.502503519423122,0.00334215170702867
"615",61.2,-131.2,0.4999404748365,0.00350691643651568
"616",61.2,-131.1,0.496969013592256,0.00370716633744106
"617",61.2,-131,0.494671265495291,0.00386908049329504
"618",61.2,-130.9,0.489379729466576,0.00426665836127038
"619",61.2,-130.8,0.483971376635623,0.00471096103089119
"620",61.2,-130.7,0.476669859578681,0.00537719785313207
"621",61.2,-130.6,0.467325091012866,0.00635354768939667
"622",61.2,-130.5,0.458781284279019,0.00738285617930068
"623",61.2,-130.4,0.452264061557472,0.00826604331633518
"624",61.2,-130.3,0.448227756958331,0.0088593310752797
"625",61.2,-130.2,0.446199073998944,0.00917165353844041
"626",61.2,-130.1,0.456466662652203,0.007686331317874
"627",61.2,-130,0.457844443702923,0.00750436830201595
"628",61.2,-129.9,0.455089293247505,0.00787218267190626
"629",61.2,-129.8,0.449070162579575,0.00873245631296005
"630",61.2,-129.7,0.453985029179039,0.0080240797960065
"631",61.2,-129.6,0.45637280035389,0.00769887036758643
"632",61.2,-129.5,0.449088031794508,0.00872978270586544
"633",61.2,-129.4,0.418146187198814,0.0146153234211968
"634",61.2,-129.3,0.403125389259753,0.0185696641019814
"635",61.2,-129.2,0.417435474539867,0.0147841826857965
"636",61.2,-129.1,0.44430720154145,0.00947173092215225
